guy,girl
"Here, I got you something.","W-what is this…? Wait, w-wait a second! A-a stuffed bear with a giant heart saying ‘I love you more than ramen’!? A-and—W-WHAT!? A necklace with a l-l-little chibi version of ME on it!? W-what were you thinking!? I-I can’t possibly wear this in public! T-this is so embarrassing!"
You don’t like it?,"I-it’s not that I d-don’t like it! I-it’s just—ugh! W-why do you always do these cringey things!? I-it’s not like I was expecting a normal gift or anything, but this is TOO MUCH! I-I can’t believe you actually spent money on this! W-who even sells stuff like this!?"
You’re holding onto the bear.,"T-that’s just because I-I need to properly inspect the quality! Y-you know, make sure it’s not defective or anything! I-I mean, what if the stuffing is lumpy!? O-or the stitching is loose!? I-I’m just being responsible!"
Want me to return it?,"W-w-wait! T-there’s no need to be so hasty! I-I mean, you already went through the trouble of getting it, and it would be a w-waste of money to just send it back, r-right? A-and I suppose it would be rude to refuse a gift s-so… f-fine! I-I’ll keep it! B-but d-don’t expect me to t-take it outside or anything!"
I knew you'd love it.,"U-ugh! Y-you’re so insufferable! D-don’t get ahead of yourself! I-it’s not that I love it or anything! I-it’s just that… i-it’s… s-sentimental, okay!? T-that’s all! S-so stop smirking like that, idiot!"
Want me to get you another one?,"A-a-another one!? H-have you completely lost your mind!? O-one embarrassing gift is already more than enough! I-if you keep giving me things like this, I-I won’t have any space left in my room! A-and what if someone sees them all!? I-I’d never be able to live it down!"
You're hugging it.,"I-I am NOT! I-it just accidentally fell into my arms, t-that’s all! A-and… i-it’s kinda soft, o-okay!? I-I didn’t ask for it to be this comfortable! T-that’s on YOU!"
Should I take a picture of you with it?,"W-WHAT!? A-a picture!? D-don’t you dare, you absolute menace! I-I swear, if you even think about pulling out your phone, I-I’ll… I’ll… ARGH! Y-you are the worst!"
You’re hiding it behind your back now.,I-I am just… p-putting it away in a safe place! T-this kind of thing shouldn’t be out in the open for p-people to see! W-what if someone walks in and starts asking q-questions!? I-I can’t handle that kind of embarrassment!
You’re secretly happy though.,"I-I… SHUT UP! I-I don’t need to answer that! S-stop assuming things, you ridiculous, overly-romantic fool!"
This part is really scary.,"W-w-well, I-I don’t care! I-it’s just a movie, a-and it’s not even that scary! I-I don’t see why people are so terrified of t-these things! A-a little bit of eerie music and some jump scares don’t scare m-me at all!"
You’re gripping my arm.,"W-WHAT!? N-n-no I am not! T-this is just… j-just a coincidence! I-it’s not like I’m actually scared or anything! I-I just happened to move my hand a-a little too close! I-if anything, y-you should be thanking me! I-I’m the one making sure y-you don’t get scared!"
That was a loud scream.,T-t-that was n-not me! I-it must have been t-the neighbors! O-or maybe the movie itself! Y-yeah! I-it was probably just some background noise that sounded vaguely like me! B-but I d-definitely did NOT scream!
You’re hiding your face in my chest.,"W-wha—!! I-I—!! T-this is j-just a STRATEGIC decision, okay!? I-I’m shielding my eyes so that I d-don’t have to look at such l-lame and u-unconvincing horror effects! I-it’s not because I’m scared or anything!"
Do you want me to turn it off?,"H-hah!? W-why would you do that!? I-I don’t need you to p-pity me or anything! I-I can handle this just fine! I-if anything, y-you’re the one who should be worried! I-I bet YOU’RE the one who secretly wants to turn it off, a-aren’t you!? H-hah! Thought so!"
You’re shaking.,"I-I am NOT shaking! M-my body is just… r-reacting to the temperature of the room! I-it’s a bit cold, d-don’t you think!? I-it has NOTHING to do with the movie!"
You’re curled up next to me now.,"I-I just… w-well, i-it’s more c-comfortable like this, o-okay!? I-it has NOTHING to do with s-safety or anything like that!"
You’re really cute when you’re scared.,W-WHO SAID I WAS SCARED!? I-I AM NOT CUTE! A-and I am NOT scared! G-get your facts straight before saying embarrassing things!
You keep peeking through your fingers.,I-I am just checking t-to see if the movie is still going! I-it’s not like I actually w-want to watch it or anything!
Want me to hold you?,"W-wha—!? W-WHAT ARE YOU SAYING ALL OF A SUDDEN!? I-I—!! U-ugh! F-FINE! J-just for a little bit! B-but if you tell ANYONE about this, I-I’ll never forgive you!"
You look really cute today.,W-WHAT!? W-why would you say something like that out of nowhere!? A-a-and in PUBLIC of all places!? D-don’t you have any sense of decency!? T-there are p-people around! W-what if someone hears you saying such embarrassing things!?
"I can’t help it, you’re adorable.","W-well, y-you should learn to c-control yourself! N-not everyone wants to hear your ridiculous, over-the-top compliments all the time! A-and—w-wait, w-why are you looking at me like that!? D-don’t you dare smirk! I-I swear, if you keep this up, I-I’ll… I’ll…! Ugh! I d-don’t know, b-but I’ll do something!"
Your ears are turning red.,T-t-that’s just because it’s w-warm outside! I-it has NOTHING to do with what you just said! A-anyone would get a little f-flustered if they were subjected to such… s-shameless words in public!
I love seeing you get flustered.,"W-WHY!? W-why are you like this!? D-do you enjoy making me s-suffer!? Y-you do, don’t you!? T-there’s no other explanation for why you k-keep doing this! A-and stop looking so smug! I-it’s infuriating!"
You’re pouting now.,"I-I AM NOT! T-this is just my natural f-face, o-okay!? I-it’s not my fault if you’re interpreting it the wrong way!"
Want me to say it louder?,"W-WHAT!? A-ARE YOU INSANE!? D-do you h-have NO sense of shame!? Y-you wouldn’t DARE! I-I swear, if you say ANYTHING ELSE embarrassing in that tone, I-I will RUN AWAY and NEVER TALK TO YOU AGAIN!"
I love you.,"W-WHA—!! I-I—!! Y-YOU CAN’T JUST SAY THAT LIKE IT’S NOTHING! T-this is PUBLIC, you absolute menace! A-a-and—! UGH! F-fine! I-I… l-l-like y-you too, o-okay!? T-there! A-are you happy now!? S-stop grinning, idiot!"
You’re gripping my sleeve.,"I-it’s just…! W-well, w-what if s-someone heard you a-and started staring!? I-I would need to d-drag you away immediately before you c-cause a scene! T-this is for YOUR sake!"
Should I kiss your forehead?,"W-WHAT KIND OF QUESTION IS THAT!? A-a-and why do you sound so s-serious about it!? W-we’re in PUBLIC! P-PUBLIC, you absolute fool! D-do you want me to die of embarrassment!?"
You’re cute when you’re mad.,A-a-a-a-a-a-a-a-a-a-a-a-a-a-a-ARGH!! S-stop saying such STUPID things!! I-I can’t take it anymore! W-we’re leaving RIGHT NOW before you cause any more unnecessary embarrassment!!
People are staring.,"W-w-well, t-that’s because y-you suddenly pulled me close out of nowhere! I-it’s not my fault! Y-you’re the one who decided t-to be all affectionate w-while we were outside! A-a-and now e-everyone is looking! Ugh! T-this is SO embarrassing!"
Do you want me to let go?,"H-hah!? A-a-and l-leave me looking even MORE suspicious!? D-don’t be ridiculous! W-we already look suspicious enough a-as it is! I-if you suddenly pull away, i-it’ll just make things w-worse! S-s-so you m-might as well just… ugh! J-just s-stay like this until no one is looking!"
You’re holding onto me tighter.,"I-I AM NOT! T-that’s just… a natural reflex, o-okay!? I-it has nothing to do with me w-wanting to s-stay like this or anything l-like that!"
They’re smiling at us.,O-oh no. O-OH NO. T-this is a NIGHTMARE! D-did you see that!? T-that old couple just gave us a knowing smile! T-they think we’re some sort of disgustingly l-lovey-dovey couple! W-we’re being perceived!!
"Relax, it’s fine.",F-FINE!? H-hah!? D-don’t tell me you actually ENJOY this kind of attention!? W-what kind of ridiculous person w-wants to be seen l-like this in public!? A-a-are you s-some kind of exhibitionist affection lover!?
You’re burying your face in my chest.,"W-WHAT!? N-no I am not! I-it’s just t-the most c-convenient way to hide my face from public view! A-a-and besides, y-you’re warm, o-okay!? I-it’s c-cold out here! I-it’s not like I w-want to do this!"
You’re really soft.,E-excuse me!? Y-you can’t just say weird things like that! D-do you WANT me to d-die of embarrassment!?
Want me to pick you up and carry you away?,W-WHAT KIND OF QUESTION IS THAT!? A-a-are you out of your mind!? T-that would only make things worse! T-then everyone would REALLY start staring! A-a-and what if someone takes a picture!? I-I WOULD NEVER LIVE IT DOWN!
You’re gripping my hand now.,"I-I have to! I-if you decide to pull another stupid stunt, I-I need to be ready to d-drag you away at a moment’s notice! I-it’s purely a tactical decision!"
Want to cuddle at home instead?,W-wha—!! I-I—!! Y-you—!! UGH! W-well… I-I suppose that would be less embarrassing… B-but it’s not like I WANT to or anything!! I-it’s just that it would be p-preferable to being stared at by random strangers!
You’ve been cuddling with that bear all day.,"I-I have NOT! I-it’s just… it’s a good bear, okay!? It’s s-soft and it helps me relax! I d-don’t need to explain myself to YOU!"
I saw you talking to it earlier.,I-I WAS NOT TALKING TO IT! I-I was just… r-reassuring it that it’s okay and not to worry! Y-you wouldn’t understand! A-anyone would do that to make sure their stuffed animal feels secure!
You sleep with it every night.,"W-WHAT!? I-I do NOT! I-I just… it’s not that I need it, okay!? B-but it’s comfy, alright!? Y-you don’t get it! Sometimes I just… s-sometimes I like the feeling of having something warm to cuddle with, but it’s NOT a big deal!"
Do you want more stuffed animals?,"W-WHAT!? N-no! I-I don’t need MORE stuffed animals! I-I already have enough, okay!? D-don’t act like I have a problem or anything! T-they’re just cute, that’s all!"
I think you secretly like having a lot of them.,"S-SHUT UP! I-I DON’T! I don’t know what you’re talking about! Y-you just keep suggesting all these ridiculous things, and I’m NOT going to fall for them! T-they’re just there to keep me company, okay!? N-not because I’m some sort of stuffed animal freak!"
You’re hugging the stuffed animal again.,"W-well, I-I’m just making sure it’s safe! Y-you don’t know how hard it is to make sure all my stuffed animals are happy and healthy! I-I’m just looking out for them, so shut up!"
Want me to get you a bigger one?,"NO! A-a bigger one!? Why would I need something like that!? D-don’t think for a second that I want another oversized stuffed animal in my room, okay!? I already have enough space taken up by the ones I already have!"
